disease_id	name	description
DOID:0110942	autosomal recessive osteopetrosis 1	An osteopetrosis characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the TCIRG1 gene on chromosome 11q13.2.
DOID:0110943	autosomal recessive osteopetrosis 2	An osteopetrosis characterized by autosomal recessive inheritance that has_material_basis_in homozygous mutation in the TNFSF11 gene on chromosome 13q14.
DOID:0110944	autosomal recessive osteopetrosis 4	An osteopetrosis characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the CLCN7 gene on chromosome 16p13.
DOID:0110945	autosomal recessive osteopetrosis 6	An osteopetrosis characterized by autosomal recessive inheritance of that has_material_basis_in mutation in the PLEKHM1 gene on chromosome 17q21.31.
DOID:0110946	autosomal recessive osteopetrosis 7	An osteopetrosis characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the TNFRSF11A gene on chromosome 18q21.
DOID:0110947	Waardenburg syndrome type 2B	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and absence of lateral displacement of the inner canthus of each eye that has_material_basis_in variation in the chromosome region 1p21-p13.3.
DOID:0110948	Waardenburg syndrome type 1	A Waardenburg's syndrome characterized by autosomal dominant inheritance of congenital deafness, pigmentation anomalies of eyes, hair, and skin,and dystopia canthorum that has_material_basis_in heterozygous mutation in the PAX3 gene on chromosome 2q36.
DOID:0110949	Waardenburg syndrome type 3	A Waardenburg's syndrome characterized by upper limb anomalies, congenital hearing loss, dystopia canthorum and pigmentation anomalies of eyes, hair, and skin that has_material_basis_in heterozygous or homozygous mutation in the PAX3 gene on chromosome 2q36.
DOID:0110950	Waardenburg syndrome type 2A	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and absence of lateral displacement of the inner canthus of each eye that has_material_basis_in heterozygous mutation in the MITF gene on chromosome 3p13.
DOID:0110951	Waardenburg syndrome type 2C	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and absence of lateral displacement of the inner canthus of each eye that has_material_basis_in variation in the chromosome region 8p23.
DOID:0110952	Waardenburg syndrome type 2D	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and absence of lateral displacement of the inner canthus of each eye that has_material_basis_in homozygous deletion of the SNAI2 gene on chromosome 8q11.
DOID:0110953	Waardenburg syndrome type 4A	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and Hirschsprung disease that has_material_basis_in heterozygous or homozygous mutation in the EDNRB gene on chromosome 13q22.
DOID:0110954	Waardenburg syndrome type 4B	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and Hirschsprung disease that has_material_basis_in homozygous and heterozygous mutation in the EDN3 gene on chromosome 20q13.
DOID:0110955	Waardenburg syndrome type 4C	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and Hirschsprung disease that has_material_basis_in heterozygous mutation in the SOX10 gene on chromosome 22q13.
DOID:0110956	Waardenburg syndrome type 2E	A Waardenburg's syndrome characterized by pigmentary abnormalities of the hair, skin, and eyes, congenital sensorineural hearing loss, and absence of lateral displacement of the inner canthus of each eye that has_material_basis_in heterozygous mutations in the SOX10 gene on chromosome 22q13.
DOID:0110957	Gaucher's disease type I	A Gaucher's disease characterized by absence of primary central nervous system involvement that has_material_basis_in a mutation of GBA on chromosome 1q22.
DOID:0110958	Gaucher's disease type II	A Gaucher's disease characterized by rapid neurologic deterioration with cranial nerve and extrapyramidal tract involvement that has_material_basis_in an autosomal recessive mutation of GBA on chromosome 1q22.
DOID:0110959	Gaucher's disease type III	A Gaucher's disease characterized by later onset and slower progession of neurological deterioration compared to type II that has_material_basis_in an autosomal recessive mutation of GBA on chromosome 1q22.
DOID:0110960	Gaucher's disease perinatal lethal	A Gaucher's Disease characterized by perinatal lethality and rapid progression of neurological deterioration that has_material_basis_in an autosomal recessive mutation of GBA on chromosome 1q22.
DOID:0110961	atypical Gaucher's disease due to saposin c deficiency	A Gaucher's disease that has_material_basis_in an autosomal recessive mutation of PSAP on chromosome 10q22.1.
DOID:0110962	brachydactyly-preaxial hallux varus syndrome	A brachydactyly characterized by autosomal dominant inheritance of short thumbs and first toes with abduction of these digits, the shortening involves the metacarpals, metatarsals, and distal phalanges.
DOID:0110963	Ballard syndrome	A brachydactyly characterized by autosomal dominant inheritance of hypoplasia of the distal phalanges of the ulnar side of the hand and shortening of one or more metacarpals but normal stature.
DOID:0110964	brachydactyly type A1	A brachydactyly characterized by rudimentary or fused middle phalanges of all the digits and shortened proximal phalanges of the thumbs and big toes.
DOID:0110965	brachydactyly type A2	A brachydactyly characterized by autosomal dominant inheritance of malformations of the middle phalanx of the index finger and anomalies of the second toe that has_material_basis_in heterozygous mutation in the BMPR1B gene on chromosome 4q or in the GDF5 gene on chromosome 20q11 or heterozygous duplication in a regulatory element of BMP2 on chromosome 20p12.
DOID:0110966	brachydactyly type A3	A brachydactyly characterized by shortening of the middle phalanx of the fifth finger resulting in radial curvature of the fifth finger.
DOID:0110967	brachydactyly type A4	A brachydactyly characterized by autosomal dominant inheritance of hypoplastic middle phalanges, brachymesophalangy affecting mainly the 2nd and 5th digits and congenital talipes calcaneovalgus.
DOID:0110968	brachydactyly type A6	A brachydactyly characterized by brachymesophalangy with mesomelic short limbs, absence or hypoplasia of second phalanges with synostosis of the remaining phalanges, and carpal and tarsal coalitions.
DOID:0110969	brachydactyly type B1	A brachydactyly characterized by short middle phalanges, rudimentary or absent terminal phalanges and nail aplasia that has_material_basis_in heterozygous mutation in the ROR2 gene on chromosome 9q22.
DOID:0110970	brachydactyly type C	A brachydactyly characterized by rachymesophalangy of the index, middle and little fingers, hyperphalangy of the index and middle finger, and shortening of the 1st metacarpal that has_material_basis_in heterozygous mutation in the GDF5 gene on chromosome 20q11.
DOID:0110971	brachydactyly type D	A brachydactyly characterized by short and broad terminal phalanges of the thumbs and big toes that has_material_basis_in mutation in the HOXD13 gene on chromosome 2q31.1.
DOID:0110972	brachydactyly type E1	A brachydactyly characterized by shortening of the fingers,mainly in the metacarpals and metatarsals, that has_material_basis_in heterozygous mutation in the HOXD13 gene on chromosome 2q31.
DOID:0110973	Mononen-Karnes-Senac syndrome	A brachydactyly characterized by short, abducted thumbs and great toes.
DOID:0110974	brachydactyly type A1B	A brachydactyly type A1 characterized by shortened middle phalanges of all the digits and shortened proximal phalanges of the thumbs and big toes but normal stature that has_material_basis_in variation in the chromosome region 5p13.3-p13.2.
DOID:0110975	brachydactyly type B2	A brachydactyly characterized by hypoplasia/aplasia of distal phalanges, distal symphalangism, fusion of carpal/tarsal bones, and partial cutaneous syndactyly that has_material_basis_in mutations in the NOG gene on chromosome 17q22.
DOID:0110976	brachydactyly type E2	A characterized byautosomal dominant inheritance of short stature, tooth abnormaities, and short metacarpals and metatarsals that has_material_basis_in heterozygous mutation in the PTHLH gene on chromosome 12p.
DOID:0110977	brachydactyly type A1C	A brachydactyly type A1 has_material_basis_in homozygous or heterozygous mutation in the GDF5 gene on chromosome 20q11.
DOID:0110978	brachydactyly type A1D	A brachydactyly type A1 that has_material_basis_in heterozygous mutation in the BMPR1B gene on chromosome 4q22.
DOID:0110979	Sugarman brachydactyly	A brachydactyly characterized by a nonarticulating great toe set dorsal and proximal to the typical position.
DOID:0110980	Joubert syndrome 1	A Joubert syndrome that has_material_basis_in homozygous mutation in the INPP5E gene on chromosome 9q34.
DOID:0110981	Joubert syndrome 10	A Joubert syndrome that has_material_basis_in X-linked recessive inheritance of mutation in the OFD1 gene on chromosome Xp22.2.
DOID:0110982	Joubert syndrome 13	A Joubert syndrome that has_material_basis_in homozygous or compound heterozygous mutation in the TCTN1 gene on chromosome 12q24.
DOID:0110983	Joubert syndrome 14	A Joubert syndrome characterized by severe mental retardation, hypoplasia of the cerebellar vermis and molar tooth sign on brain imaging, hypotonia, abnormal breathing pattern in infancy, and dysmorphic facial features that has_material_basis_in homozygous or compound heterozygous mutation in the TMEM237 gene on chromosome 2q33.
DOID:0110984	Joubert syndrome 15	A Joubert syndrome characterized by ataxia, hypotonia, delayed psychomotor development, and variable mental retardation that has_material_basis_in homozygous mutation in the CEP41 gene on chromosome 7q32.
DOID:0110985	Joubert syndrome 16	A Joubert syndrome characterized by molar tooth sign on brain imaging, oculomotor apraxia, variable coloboma, and rare kidney involvement that has_material_basis_in homozygous mutation in the TMEM138 gene on chromosome 11q.
DOID:0110986	Joubert syndrome 17	A Joubert syndrome characterized by episodic hyperpnea, abnormal eye movements, ataxia, and global psychomotor retardation that has_material_basis_in compound heterozygous mutation in the C5ORF42 gene on chromosome  5p13.
DOID:0110987	Joubert syndrome 18	A Joubert syndrome that has_material_basis_in homozygous mutation in the TCTN3 gene on chromosome 10q24.
DOID:0110988	Joubert syndrome 2	A Joubert syndrome characterized by molar tooth sign on brain MRI, hypotonia, developmental delay, oculomotor apraxia, and breathing abnormalities that has_material_basis_in mutation in the TMEM216 gene on chromosome 11q12.2.
DOID:0110989	Joubert syndrome 20	A Joubert syndrome that has_material_basis_in compound heterozygous mutation in the TMEM231 gene on chromosome 16q23.
DOID:0110990	Joubert syndrome 21	A Joubert syndrome that has_material_basis_in homozygous or compound heterozygous mutation in the CSPP1 gene on chromosome 8q13.
DOID:0110991	Joubert syndrome 22	A Joubert syndrome that has_material_basis_in homozygous mutation in the PDE6D gene on chromosome 2q37.
DOID:0110992	Joubert syndrome 23	A Joubert syndrome characterized by delayed development, abnormal eye movements, and abnormal breathing pattern, and molar tooth sign on brain MRI that has_material_basis_in homozygous or compound heterozygous mutation in the KIAA0586 gene on chromosome 14q23.
DOID:0110993	Joubert syndrome 24	A Joubert syndrome characterized by delayed psychomotor development and molar tooth sign on brain MRI that has_material_basis_in homozygous mutation in the TCTN2 gene on chromosome 12q24.
DOID:0110994	Joubert syndrome 25	A Joubert syndrome characterized by delayed psychomotor development, oculomotor apraxia, and molar tooth sign on brain MRI that has_material_basis_in homozygous or compound heterozygous mutation in the CEP104 gene on chromosome 1p36.
